text,clean_text,sentiment,source
 You don`t get them anymore?,You don`t get them anymore?,1,tsad
" I`M AWAKE, AND HAPPY!","I`M AWAKE, AND HAPPY!",2,tsad
"early morning~2:30 am~what`s up? I am!~~!!played w/ my babies outside~wow~was in the 80`s~felt great!~~got lonely, misses sissy and jess","early morning~2:30 am~what`s up? I am!~~!!played w/ my babies outside~wow~was in the 80`s~felt great!~~got lonely, misses sissy and jess",1,tsad
I WANT A GARDEN  sitting inside when it`s sunny sucks.,I WANT A GARDEN sitting inside when it`s sunny sucks.,0,tsad
"Last day of holydays, gotta get back to work    Anyway, 2 great weeks","Last day of holydays, gotta get back to work Anyway, 2 great weeks",2,tsad
Such a long day!!! So much fun though  tomorrow will be just as much.,Such a long day!!! So much fun though tomorrow will be just as much.,2,tsad
Happy Star Wars day,Happy Star Wars day,2,tsad
happy mothers day x & go the dockers,happy mothers day x & go the dockers,2,tsad
Going I sleep today was a long day happy mothers day to all the moms out there,Going I sleep today was a long day happy mothers day to all the moms out there,1,tsad
@ metro with achan,@ metro with achan,1,tsad
" that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we`ve got a long wait tho.","that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we`ve got a long wait tho.",1,tsad
took the most amazing power nap ever. now its starbucks time.,took the most amazing power nap ever. now its starbucks time.,2,tsad
 nice! now gimmeh some nice stuff,nice! now gimmeh some nice stuff,2,tsad
" aw anytime, boo. I realized that all I need to have some fun are you guys.  We should change our pics to the poofy hair ones!","aw anytime, boo. I realized that all I need to have some fun are you guys. We should change our pics to the poofy hair ones!",2,tsad
 maybe used to have. Besides without AC it`s too hot to sleep,maybe used to have. Besides without AC it`s too hot to sleep,0,tsad
My cucumber has gone limp,My cucumber has gone limp,0,tsad
good morning/midday nation!  FORMULA ONE IN ONE HOUR!,good morning/midday nation! FORMULA ONE IN ONE HOUR!,2,tsad
About to leave the fights. I`m tired and my voice hurts.,About to leave the fights. I`m tired and my voice hurts.,0,tsad
 hhaha kewl dude!!  but if u dont know & he does have a reason well thats another story mhmhmh...does he?,hhaha kewl dude!! but if u dont know & he does have a reason well thats another story mhmhmh...does he?,1,tsad
_kiss I can`t find it on YouTube   only the concert versions....HELP!!!,_kiss I can`t find it on YouTube only the concert versions...HELP!!!,1,tsad
heading out to dinner in a minute - cant wait to have food.,heading out to dinner in a minute - cant wait to have food.,2,tsad
"_zero its cool, and thats good","_zero its cool, and thats good",2,tsad
 Kills me to see you online and not be able to say hello,Kills me to see you online and not be able to say hello,1,tsad
" You`re following Ellen, Oprah, and... me! I`m honored!","You`re following Ellen, Oprah, and... me! I`m honored!",2,tsad
Charley horses in both legs all night. What the ****?,Charley horses in both legs all night. What the ***?,0,tsad
Ok all have hit the point of relaxation.. heading to bed  sleep well and Happy Mother`s day to all you Moms out there!! Night,Ok all have hit the point of relaxation.. heading to bed sleep well and Happy Mother`s day to all you Moms out there!! Night,2,tsad
 you getting a ton of spam mail into your inbox?? I am too.... driving me insane!!,you getting a ton of spam mail into your inbox?? I am too... driving me insane!!,0,tsad
absolutely gutted that i`m not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!,absolutely gutted that i`m not going to badu tonight. you guys have fun...! just got home and need to head downtown now. gd this heat!,0,tsad
where`s enthusiasm in meeeee,where`s enthusiasm in meee,0,tsad
i deffinately need to clean my bookbag. but no time! i need to leave in the next 5 seconds to not be late to school. ...oh well,i deffinately need to clean my bookbag. but no time! i need to leave in the next 5 seconds to not be late to school. ...oh well,1,tsad
" I hate doing em, but get dragged here by ... at least it`s a beautiful day","I hate doing em, but get dragged here by ... at least it`s a beautiful day",1,tsad
" don`t worry though,he will be fine","don`t worry though,he will be fine",2,tsad
_bug68 Bill is super!! Thanks you!!,_bug68 Bill is super!! Thanks you!!,2,tsad
 Good to hear..!,Good to hear..!,2,tsad
going out on thursdays is a terrible idea. i knew there was a reason i haven`t done it all quarter. *pops advil*,going out on thursdays is a terrible idea. i knew there was a reason i haven`t done it all quarter. *pops advil*,0,tsad
 No FAIR!,No FAIR!,0,tsad
Watching TV with the best people in the whole world !!!!! My Mum and My Sis Agus (: Love you all ! Twitter you later ha,Watching TV with the best people in the whole world !!! My Mum and My Sis Agus (: Love you all ! Twitter you later ha,2,tsad
Getting bored sitting at the hotel room the entire day,Getting bored sitting at the hotel room the entire day,0,tsad
is finally gotten online after logging 200km over the last two days on errands as the family driver  http://plurk.com/p/wxz12,is finally gotten online after logging 200km over the last two days on errands as the family driver,1,tsad
im pretty sure i miss watching 'Yo Gabba Gabba' with my niece,im pretty sure i miss watching 'Yo Gabba Gabba' with my niece,0,tsad
@_Emily_Young_ okey,okey,1,tsad
#bgt It`s a shame that the Dreambears won`t get through,#bgt It`s a shame that the Dreambears won`t get through,0,tsad
i dont like funerals,i dont like funerals,0,tsad
".... you are my sunshine, my only sunshine....","... you are my sunshine, my only sunshine...",1,tsad
"says 2 1/2 hours to go, uwian na. . .  [phplurk.com] http://plurk.com/p/sun82","says 2 1/2 hours to go, uwian na. . . [phplurk.com]",1,tsad
The Taxi Q at Pelangi was super loooong.. and now I`m getting headaches because of the hot-cold transition,The Taxi Q at Pelangi was super looong.. and now I`m getting headaches because of the hot-cold transition,0,tsad
Finally off work...long night.  Hangin with ,Finally off work...long night. Hangin with,1,tsad
 break a leg  but don`t do it for real it just a saying :p ' good luck',break a leg but don`t do it for real it just a saying :p ' good luck',2,tsad
Just got home  interesting night,Just got home interesting night,2,tsad
 John and I just bought four boxes of them,John and I just bought four boxes of them,1,tsad
Employee orientation for serco  yayy.. I`m excited/nervous!!!! Wish me luck!,Employee orientation for serco yayy.. I`m excited/nervous!!! Wish me luck!,2,tsad
head hurt,head hurt,0,tsad
Round and Round the Garden: The amazing thing is that he`s still talking to me!  http://rly.cc/JNFwN,Round and Round the Garden: The amazing thing is that he`s still talking to me!,2,tsad
" Whoah, slow down, you`re filling my screen! Maybe more effective if you spread tweets out?","Whoah, slow down, you`re filling my screen! Maybe more effective if you spread tweets out?",1,tsad
have been to portugal. and spain. and has a sore throat. scary?,have been to portugal. and spain. and has a sore throat. scary?,0,tsad
Have been feeling very sick    had day off today... ARRRGH,Have been feeling very sick had day off today... ARRRGH,0,tsad
 aw thas good im glad your happy  i jus been chillin,aw thas good im glad your happy i jus been chillin,2,tsad
 i didnt get the msg!! :`( but i bought princess,i didnt get the msg!! :`( but i bought princess,0,tsad
Got back from Arizona yesterday.  Moved the furniture and stuff out of the Arizona house and shipped it to Redwood City.    How sad.,Got back from Arizona yesterday. Moved the furniture and stuff out of the Arizona house and shipped it to Redwood City. How sad.,0,tsad
Just got back from the karaoke bar in the metreon!!! Watching millionaire matchmaker,Just got back from the karaoke bar in the metreon!!! Watching millionaire matchmaker,1,tsad
 heyy are you ok...? i know it sucks having her in you dorm... but i assure you it will be ok,heyy are you ok...? i know it sucks having her in you dorm... but i assure you it will be ok,1,tsad
  Ah bad times   I hate exams. I feel so unprepared this time as well. Sucks haha.,Ah bad times I hate exams. I feel so unprepared this time as well. Sucks haha.,0,tsad
 Yessir,Yessir,1,tsad
Jane is really sad because she probably won`t get perfect on tonight`s quiz without the missing article. Should`ve asked someone for it.,Jane is really sad because she probably won`t get perfect on tonight`s quiz without the missing article. Should`ve asked someone for it.,0,tsad
"_ritz alrighty, thnx  good night.","_ritz alrighty, thnx good night.",2,tsad
"iigghhtt, just fur geet it. idc. idk. eh blah ugh. blah idk... hah..=] um yah.. immboredddd, ugh  ill just fuckitt","iigghhtt, just fur geet it. idc. idk. eh blah ugh. blah idk... hah..=] um yah.. immboreddd, ugh ill just fuckitt",0,tsad
" No, I`m working on it all day Monday. Will try to remember to email but if you`re smart you`ll remind me.","No, I`m working on it all day Monday. Will try to remember to email but if you`re smart you`ll remind me.",2,tsad
Doing make up for the school musical this week aaah,Doing make up for the school musical this week aaah,1,tsad
" Yes,it`s beautiful and i`m fortunate to live in the thick of it..Very relaxing","Yes,it`s beautiful and i`m fortunate to live in the thick of it..Very relaxing",2,tsad
I`m my mom`s company picnic at a Lake Elsinore Storm game. Oh the things we do to please moms,I`m my mom`s company picnic at a Lake Elsinore Storm game. Oh the things we do to please moms,2,tsad
  My class will be at Chem Sc building. Will see the both of you after 5 yeah?,My class will be at Chem Sc building. Will see the both of you after 5 yeah?,1,tsad
 so excited for you and Paris ooh lala  i look forward to knowing you a long long time lovely ! hugs n kisses g,so excited for you and Paris ooh lala i look forward to knowing you a long long time lovely ! hugs n kisses g,2,tsad
Hadnt cried in such a long time,Hadnt cried in such a long time,0,tsad
  I wanted to beta test but saw the thread after the results were announced,I wanted to beta test but saw the thread after the results were announced,1,tsad
 ...Now I`m going back to bed. LOL. Enjoy your time at the gym. I`ll be sleeping.,...Now I`m going back to bed. LOL. Enjoy your time at the gym. I`ll be sleeping.,2,tsad
Just got a new Ipod.  Life`s Good.,Just got a new Ipod. Life`s Good.,2,tsad
 yay!  excited?,yay! excited?,2,tsad
 ..i`m a buffalo worshipper  ... maybe it is time to pay a visit to my preferred buff-schack in town. http://twitpic.com/4w2ls,..i`m a buffalo worshipper ... maybe it is time to pay a visit to my preferred buff-schack in town.,1,tsad
A year from now is graduation....i am pretty sure i`m not ready for it!?!?!?,A year from now is graduation...i am pretty sure i`m not ready for it!?!?!?,0,tsad
 The Beatles? Those scousers with funny haircuts? More talent in The Banana Splits!,The Beatles? Those scousers with funny haircuts? More talent in The Banana Splits!,2,tsad
 Indeed!,Indeed!,1,tsad
has such a freakin migraine,has such a freakin migraine,0,tsad
"Gusying up for  dinner, Bourbon & Branch, Zeitgeist and surprise party for Taylor!   Shh...","Gusying up for dinner, Bourbon & Branch, Zeitgeist and surprise party for Taylor! Shh...",1,tsad
 there is always traffic heading back here to long island on fridays.,there is always traffic heading back here to long island on fridays.,1,tsad
hello thereeeeeee,hello thereee,1,tsad
" I`m jealous...i need 2 escape 2, lol.","I`m jealous...i need 2 escape 2, lol.",1,tsad
 haha okay you were talking about middle college grad I think and I got worried,haha okay you were talking about middle college grad I think and I got worried,0,tsad
 i think i`ll be home more than i want to be next week - no work booked in for the forseeable.,i think i`ll be home more than i want to be next week - no work booked in for the forseeable.,2,tsad
"Ok time to study for bus law and ethics, gotta test today","Ok time to study for bus law and ethics, gotta test today",1,tsad
 Good work.I`ve only just managed to turn my studio on... I envy your productivity,Good work.I`ve only just managed to turn my studio on... I envy your productivity,0,tsad
 Bit of sunshine out there and it perks us all up  Especially when you have a mountain of towels to wash and get dry!,Bit of sunshine out there and it perks us all up Especially when you have a mountain of towels to wash and get dry!,1,tsad
There`s a spider in my room. Save me...,There`s a spider in my room. Save me...,0,tsad
"If you wanna read something, I recommend  http://estrella05azul.wordpress.com/","If you wanna read something, I recommend",1,tsad
Just got my dress for my friends wedding. Its a little tight in places. Gotta work out more,Just got my dress for my friends wedding. Its a little tight in places. Gotta work out more,1,tsad
" don`t i know it! i live in the middle of nowhere, my house is spider central","don`t i know it! i live in the middle of nowhere, my house is spider central",0,tsad
Had a ton of fun w muffin today,Had a ton of fun w muffin today,2,tsad
"I`m Twitter dumb. Just saw my '.com' & all the kind folks who`ve tweeted me. AH!So sorry, I`m not ignoring you, just SLOW.","I`m Twitter dumb. Just saw my '.com' & all the kind folks who`ve tweeted me. AH!So sorry, I`m not ignoring you, just SLOW.",0,tsad
cook ; do you wanna measure my ****? its daddy-size.,cook ; do you wanna measure my ***? its daddy-size.,1,tsad
 got it. Welchs grape too please,got it. Welchs grape too please,1,tsad
 I was going to send you the photo by DM but can`t as you not following me...,I was going to send you the photo by DM but can`t as you not following me...,1,tsad
finally graduation no more school ... im sick today,finally graduation no more school ... im sick today,0,tsad
studying math ) it brought my brain to explode,studying math ) it brought my brain to explode,1,tsad
"P9 for Danica and your team... Not a end of the world, now is just hopes for a great race","P9 for Danica and your team... Not a end of the world, now is just hopes for a great race",2,tsad
fighting again,fighting again,1,tsad
Anyone know what to do when your pc keeps restarting itself?,Anyone know what to do when your pc keeps restarting itself?,1,tsad
 got it i`ll send you an email in a lil bit i have a lot to say,got it i`ll send you an email in a lil bit i have a lot to say,1,tsad
Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,Mothers day in 45 minutes west coast time. Happy Mothers Day to all the mothers out there,1,tsad
" if you don`t mind, change your profile pic with a picture of you in UK. It`ll be fun","if you don`t mind, change your profile pic with a picture of you in UK. It`ll be fun",2,tsad
The best I could do for proof of the crack  LOL  http://twitpic.com/66ust,The best I could do for proof of the crack LOL,2,tsad
Star Trek was actually really good,Star Trek was actually really good,2,tsad
 Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out,Neither could i! And i looked on ebay and it was like 250 euro for two!!! but i doubt my parents would fork that amount out,0,tsad
Were at citibank I thought we were gonna go to grannys house but were no,Were at citibank I thought we were gonna go to grannys house but were no,1,tsad
"off to bed, night every onee","off to bed, night every onee",1,tsad
" heyy dude, yuup thats it really hows your monday?  x","heyy dude, yuup thats it really hows your monday? x",1,tsad
 unfortunately I am stuck at work so I can`t get said prize,unfortunately I am stuck at work so I can`t get said prize,0,tsad
psyching myself up for the next few days...oh my.,psyching myself up for the next few days...oh my.,1,tsad
"Just helped save a runaway dog. he didn`t want to be my friend, though.","Just helped save a runaway dog. he didn`t want to be my friend, though.",1,tsad
 take a nap bedalii,take a nap bedalii,1,tsad
'AAARRRGGGGHHH' is the only thing that can decribe how I feel rite now!,'AAARRRGGGHHH' is the only thing that can decribe how I feel rite now!,0,tsad
 to go in their next live chat.,to go in their next live chat.,1,tsad
OMJ! J.O.N.A.S. is the best tv show EVER!  ?,OMJ! J.O.N.A.S. is the best tv show EVER! ?,1,tsad
 yummy curry  save me some please lol,yummy curry save me some please lol,2,tsad
 y r we giving up on people?  I actually thought that way for a while too before I found someone who is very intriguing,y r we giving up on people? I actually thought that way for a while too before I found someone who is very intriguing,1,tsad
Sitting at the Connection listening to the employees reminisce and mope about their last shift,Sitting at the Connection listening to the employees reminisce and mope about their last shift,0,tsad
 The Northern Clemency.  But I don`t recommend it.  Too much description and not enough action. Too slow,The Northern Clemency. But I don`t recommend it. Too much description and not enough action. Too slow,0,tsad
wish I can go to the Roots pinic,wish I can go to the Roots pinic,1,tsad
 morning Bill,morning Bill,1,tsad
gonna go outside with my daddy... gonna take a ride with his new triumph!,gonna go outside with my daddy... gonna take a ride with his new triumph!,1,tsad
"Back from SOAP, soooo fun.","Back from SOAP, sooo fun.",2,tsad
"`Don`t call your mother, `cause now we`re partners in crime.` -KP","`Don`t call your mother, `cause now we`re partners in crime.` -KP",1,tsad
Just watched the 'Final Break' final prison break episode. It was great. Farewell Prison Break. You will be dearly missed.,Just watched the 'Final Break' final prison break episode. It was great. Farewell Prison Break. You will be dearly missed.,1,tsad
Have just bought a TV tuner for my laptop.  He he.  I deserve a present,Have just bought a TV tuner for my laptop. He he. I deserve a present,2,tsad
 I didn`t see this until after,I didn`t see this until after,1,tsad
 havin fun? x btw isnt it bowling? ****,havin fun? x btw isnt it bowling? ***,2,tsad
missed the #jonaswebcast,missed the #jonaswebcast,1,tsad
Nungguin my Sista in law lahiran di RS Asih...kayaknya sih sore ini lahiran. Yeayy another baby girl in the family,Nungguin my Sista in law lahiran di RS Asih...kayaknya sih sore ini lahiran. Yeayy another baby girl in the family,2,tsad
_Robert ha that was ages ago!  youre in LA right? the weather is much better there...,_Robert ha that was ages ago! youre in LA right? the weather is much better there...,2,tsad
 oh no!!!  well..... When you get back lots of pictures!!!,oh no!!! well... When you get back lots of pictures!!!,1,tsad
  I appreciate you,I appreciate you,2,tsad
" Nicky, I LAND at 10pm, it will be like 10:40 before I get home! UGH! Wont be any fish fry left for me anyways","Nicky, I LAND at 10pm, it will be like 10:40 before I get home! UGH! Wont be any fish fry left for me anyways",0,tsad
Welcome new followers also,Welcome new followers also,1,tsad
  i must have just missed you. I was down there until 9:40 or so. Not sure if I`ll make it down again,i must have just missed you. I was down there until 9:40 or so. Not sure if I`ll make it down again,1,tsad
 awwww  bew! you wont be here at all this summer?,awww bew! you wont be here at all this summer?,1,tsad
 we are going all out!,we are going all out!,1,tsad
 what?! Come as you are!!! But erock just left  bah D:,what?! Come as you are!!! But erock just left bah D:,1,tsad
last full day of vacation,last full day of vacation,1,tsad
this sucks schools over and there is nothing to do,this sucks schools over and there is nothing to do,0,tsad
 That is the 3rd NKOTB contest that Canadians can`t enter   The overseas fans have theirs now!  It`s bound to be our turn!,That is the 3rd NKOTB contest that Canadians can`t enter The overseas fans have theirs now! It`s bound to be our turn!,1,tsad
just downloaded more music and videos on my ipod.,just downloaded more music and videos on my ipod.,1,tsad
I`m so hungry,I`m so hungry,0,tsad
Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up,Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up,0,tsad
morning! just got my coffee,morning! just got my coffee,1,tsad
"  it`s looking bright, so I think the sun will put in an appearance, and then guess what - lawn wants cutting !!","it`s looking bright, so I think the sun will put in an appearance, and then guess what - lawn wants cutting !!",1,tsad
 ohhh ok. thats upsetting  sorry for wasting your time. ****,ohhh ok. thats upsetting sorry for wasting your time. ***,0,tsad
Hey  Mia!! Go to bed!!    (deangeloredman live > http://ustre.am/2NlC),Hey Mia!! Go to bed!! (deangeloredman live >,1,tsad
" I agree! mmm so good, i miss eating it with you tho","I agree! mmm so good, i miss eating it with you tho",1,tsad
is pumped and bummed all at the same time.......,is pumped and bummed all at the same time...,1,tsad
I forgot I moved 100 east...make that 8 hours home.,I forgot I moved 100 east...make that 8 hours home.,1,tsad
So bummed that I can`t see LTJ in June  hoping for a UK yoke soon,So bummed that I can`t see LTJ in June hoping for a UK yoke soon,0,tsad
 It`s a lie just like the restaraunt named 'Garfields'... he is nowhere to be found,It`s a lie just like the restaraunt named 'Garfields'... he is nowhere to be found,0,tsad
 I just re-skinned. Still figuring why tweetsuite isn`t updating,I just re-skinned. Still figuring why tweetsuite isn`t updating,1,tsad
 Two more tweets to go for 2345 tweets,Two more tweets to go for 2345 tweets,1,tsad
 gotta play `Off the Wall` first tho,gotta play `Off the Wall` first tho,1,tsad
My eyes hurt,My eyes hurt,0,tsad
 www.youtube.com/watch?v=9FtuV3xMrN0,www.youtube.com/watch?v=9FtuV3xMrN0,1,tsad
My TI89 died. I don`t know why.,My TI89 died. I don`t know why.,0,tsad
unemployment line here i come.,unemployment line here i come.,0,tsad
 two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.,two macaroons go into a bar...one says oh your a nut. wow I need to get out more.,2,tsad
" factory ng Elmer`s? hihihi. sorry, corny! baka si ate ruby, alam!","factory ng Elmer`s? hihihi. sorry, corny! baka si ate ruby, alam!",0,tsad
" thank you for accepting my request!! must take care of my little girl, maybe i write back later","thank you for accepting my request!! must take care of my little girl, maybe i write back later",2,tsad
bad mood now,bad mood now,0,tsad
The CD  player in my car is broken.  So much for listening to my Kidz Bop Happy Meal CD.,The CD player in my car is broken. So much for listening to my Kidz Bop Happy Meal CD.,0,tsad
on our way home,on our way home,1,tsad
"It`s about time I let people know whats happenning, although I often wonder why I bother   but hey it`ll soon be Christmas........","It`s about time I let people know whats happenning, although I often wonder why I bother but hey it`ll soon be Christmas...",1,tsad
 oh @ work? poor boy,oh @ work? poor boy,0,tsad
Happy mother`s Day!!!! No gift to your mother can ever equal her gift to you - life,Happy mother`s Day!!! No gift to your mother can ever equal her gift to you - life,2,tsad
 I found out this morning too.,I found out this morning too.,1,tsad
just wants to get it over and done with. I miss working,just wants to get it over and done with. I miss working,0,tsad
  I am not a ****! damnit!  [sending you an e-mail right now btw],I am not a ***! damnit! [sending you an e-mail right now btw],0,tsad
 thats great I`ll make sure I get a copy,thats great I`ll make sure I get a copy,2,tsad
going to bed,going to bed,1,tsad
pool party at sherraton n brodi had  a blast! the friends made the evening bbqd at home with great conversation  funky n lifted day!!,pool party at sherraton n brodi had a blast! the friends made the evening bbqd at home with great conversation funky n lifted day!!,2,tsad
 bl MUTHAFUCKIN ah!  I win!,bl MUTHAFUCKIN ah! I win!,1,tsad
Getting a cleaning on tues then getting a tooth pulled on thurs. Then gotta schedule a bridge that might need a root canal--ugh.,Getting a cleaning on tues then getting a tooth pulled on thurs. Then gotta schedule a bridge that might need a root canal--ugh.,0,tsad
http://twitpic.com/4jax3 - Update Ableton Live,- Update Ableton Live,1,tsad
loves her some worship papers. and had a fantastic day. the Lord is good. and constantly surprises me.,loves her some worship papers. and had a fantastic day. the Lord is good. and constantly surprises me.,2,tsad
@_cassian is there a game   !,is there a game !,1,tsad
 im good! im on my laptop using and external internet plug. i need to send it away to be fixed,im good! im on my laptop using and external internet plug. i need to send it away to be fixed,2,tsad
"still up, JUST GOT HOME.  ready to go to sleep..","still up, JUST GOT HOME. ready to go to sleep..",1,tsad
" Good too thanks  So, you had a nice evening with your father? that`s cool  Thanks for the link BTW!!","Good too thanks So, you had a nice evening with your father? that`s cool Thanks for the link BTW!!",2,tsad
3 hours  oh my. Is it shorts weather do you know. I`d do my usual hanging out my window but the neighbours are out.,3 hours oh my. Is it shorts weather do you know. I`d do my usual hanging out my window but the neighbours are out.,1,tsad
 serio barroca?? parabens!!!!!!! May the 4th be with you!,serio barroca?? parabens!!! May the 4th be with you!,2,tsad
"I`m in a pub garden,  its boiling,  hannah no likey,","I`m in a pub garden, its boiling, hannah no likey,",1,tsad
happy mother`s day to all the moms out there. i hope i never join that crowd,happy mother`s day to all the moms out there. i hope i never join that crowd,2,tsad
hm seems to have been because my blog was marked as a phishing site,hm seems to have been because my blog was marked as a phishing site,0,tsad
_a_michael i plan on it! Goodnight,_a_michael i plan on it! Goodnight,2,tsad
	REALLY?? oh.. sorry yall  lol,REALLY?? oh.. sorry yall lol,0,tsad
 ui. where arre you going to study?,ui. where arre you going to study?,1,tsad
" - they have their headaches the morning after, instead!","- they have their headaches the morning after, instead!",0,tsad
I think I love a part of me saying some cynical words. Even though I smile when I say them. Do you think it`s bad?,I think I love a part of me saying some cynical words. Even though I smile when I say them. Do you think it`s bad?,2,tsad
Had some lovely sugar puffs and just been playing with my amazing dog jack,Had some lovely sugar puffs and just been playing with my amazing dog jack,2,tsad
_storm lucky! I`m still working for another 4 hours!,_storm lucky! I`m still working for another 4 hours!,2,tsad
_Y_Yankees changed my default pic since you`ve been showing so much love!,_Y_Yankees changed my default pic since you`ve been showing so much love!,2,tsad
all my files got deleted,all my files got deleted,0,tsad
 you looked great for being sick yesterday! i`m sorry I didn`t really make an effort to say hi...  I was preoccupied for a while,you looked great for being sick yesterday! i`m sorry I didn`t really make an effort to say hi... I was preoccupied for a while,1,tsad
" Don`t worry, you`ll get your stamina back soon  What kind of distances do you run usually?","Don`t worry, you`ll get your stamina back soon What kind of distances do you run usually?",2,tsad
 I KNO I SHOULDA CAME,I KNO I SHOULDA CAME,1,tsad
I dont know where to get my hair cut!,I dont know where to get my hair cut!,1,tsad
" you and the guys should come down here, we are **** freezing out here!","you and the guys should come down here, we are *** freezing out here!",0,tsad
Im cleaning out my closet!  ahhh...,Im cleaning out my closet! ahhh...,1,tsad
 You`re welcome... and you`re welcome!,You`re welcome... and you`re welcome!,2,tsad
Greg back in the top 10. This is why I love Nascar.,Greg back in the top 10. This is why I love Nascar.,2,tsad
Wait...I thought it was 9:50? Don`t we have till 10?   #sigjeans,Wait...I thought it was 9:50? Don`t we have till 10? #sigjeans,1,tsad
"my two new favorite prayers:  'help me, help me, help me.'  and 'thank you, thank you, thank you.'","my two new favorite prayers: 'help me, help me, help me.' and 'thank you, thank you, thank you.'",2,tsad
Covering my portfolio to send to my *dream job* in ny! Send good vibes!,Covering my portfolio to send to my *dream job* in ny! Send good vibes!,2,tsad
OFF TOPIC: missed both motorcades. The secret service tricked us all.  #bush #clinton,OFF TOPIC: missed both motorcades. The secret service tricked us all. #bush #clinton,1,tsad
 Nice glasses. Looks good,Nice glasses. Looks good,2,tsad
leaving work in 25 minutes to go to Broompark then to see the new flats then for lunch with Mandy and my dad.,leaving work in 25 minutes to go to Broompark then to see the new flats then for lunch with Mandy and my dad.,1,tsad
"is so excited for this summer... Steve Winwood and Eric Clapton, Eagles of Death Metal, and ahhh the Dead Weather","is so excited for this summer... Steve Winwood and Eric Clapton, Eagles of Death Metal, and ahhh the Dead Weather",2,tsad
" Welcome, you were our 10,000th follower! it`s very late CA time but we stayed up to meet you","Welcome, you were our 10,000th follower! it`s very late CA time but we stayed up to meet you",1,tsad
 http://onoir.com try to go if you can. I tell everyone who goes to Montreal to check it out. Even people who live there,try to go if you can. I tell everyone who goes to Montreal to check it out. Even people who live there,1,tsad
"I`m just to far from where you are, I wanna go home...","I`m just to far from where you are, I wanna go home...",2,tsad
" Yeah I just accepted UBC`s offer last night, but I dunno if I`ll still make it in because I`ve been slacking off a lot lately.","Yeah I just accepted UBC`s offer last night, but I dunno if I`ll still make it in because I`ve been slacking off a lot lately.",0,tsad
" Oh whoops, my bad","Oh whoops, my bad",0,tsad
"i love all da sexy ladiez ya beautiful unique and sexy, and smart. dont let a **** call u a **** cuz ladies ya worth then dat i mean it","i love all da sexy ladiez ya beautiful unique and sexy, and smart. dont let a *** call u a *** cuz ladies ya worth then dat i mean it",2,tsad
" here btw, this is not a bot","here btw, this is not a bot",1,tsad
 have fun tonight,have fun tonight,2,tsad
" Didn`t think of that.  Why can`t people just be nice? Why would anyone think it`s ok to say that, much less make a movie.","Didn`t think of that. Why can`t people just be nice? Why would anyone think it`s ok to say that, much less make a movie.",0,tsad
 I was only @ Cambie just slightly before the event then had to leave  Waiting for feedback though; I`ll keep u posted!,I was only @ Cambie just slightly before the event then had to leave Waiting for feedback though; I`ll keep u posted!,1,tsad
Just got up from a nap.. Relaxing for the night,Just got up from a nap.. Relaxing for the night,2,tsad
 You must be scared to be trolling here. You guys are so sad.   #tcot #right,You must be scared to be trolling here. You guys are so sad. #tcot #right,0,tsad
Hm. Have you ever realized how incredibly over-rated Tokio Hotel is becoming? It makes me sad.,Hm. Have you ever realized how incredibly over-rated Tokio Hotel is becoming? It makes me sad.,0,tsad
Getting ready for college. I had a good sleep.  rainy day today. I love it.,Getting ready for college. I had a good sleep. rainy day today. I love it.,2,tsad
 yeah. xD were so close already! xD i can talk to u about anything!  i love u gurrl. x3,yeah. xD were so close already! xD i can talk to u about anything! i love u gurrl. x3,2,tsad
   you deserve so much better... hang in there good things come to those who wait!,you deserve so much better... hang in there good things come to those who wait!,2,tsad
 i miss that too,i miss that too,0,tsad
 its cuz you love me. dont make me sad,its cuz you love me. dont make me sad,1,tsad
" ????  ? ??????, ?????? ????????,Basquash,K-ON,07-Ghost,Sengoku Basara,Valkyria Chronicles,RequiemForThePhantom,EdenOfTheEast.","??? ? ???, ??? ???,Basquash,K-ON,07-Ghost,Sengoku Basara,Valkyria Chronicles,RequiemForThePhantom,EdenOfTheEast.",1,tsad
 I`m sure some1 will **** out and play. I`m workin through til midnight.,I`m sure some1 will *** out and play. I`m workin through til midnight.,1,tsad
"'Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn`t gone by so fast'  So true I already miss this year","'Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn`t gone by so fast' So true I already miss this year",0,tsad
yay back at home,yay back at home,1,tsad
On the plane to yosemite. Forgot my laptop at home,On the plane to yosemite. Forgot my laptop at home,1,tsad
"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP","wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP",0,tsad
 So long as they hold your wine without tipping.,So long as they hold your wine without tipping.,1,tsad
" and by the way it`s short stack, not sway sway  sway sway baby is a song of theirs","and by the way it`s short stack, not sway sway sway sway baby is a song of theirs",1,tsad
" MISS YOU, TOO!","MISS YOU, TOO!",0,tsad
